seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
1983,An-Naḥl,82,An-Naḥl:82,2,Mengapa Nabi Muhammad tidak bertanggung jawab atas penolakan orang-orang terhadap dakwahnya?,564,136,700
1983,An-Naḥl,82,An-Naḥl:82,3,Bagaimana cara Nabi Muhammad menyampaikan amanat Allah?,564,136,700
1983,An-Naḥl,82,An-Naḥl:82,4,Apa yang dimaksud dengan menyampaikan dakwah melalui keteladanan?,564,136,700
1983,An-Naḥl,82,An-Naḥl:82,5,Siapa yang bertanggung jawab jika seseorang menolak tuntunan yang disampaikan?,564,136,700
1983,An-Naḥl,82,An-Naḥl:82,6,Mengapa Allah menghibur Nabi Muhammad melalui ayat ini?,564,136,700
1983,An-Naḥl,82,An-Naḥl:82,7,Apa konsekuensi bagi orang yang berpaling dari tuntunan yang disampaikan?,564,136,700
1984,An-Naḥl,83,An-Naḥl:83,1,Apa yang dimaksud dengan tuntunan yang sudah jelas dalam tafsir ini?,544,113,657
1984,An-Naḥl,83,An-Naḥl:83,2,Mengapa orang-orang tersebut enggan mengikuti tuntunan Nabi Muhammad?,544,113,657
1984,An-Naḥl,83,An-Naḥl:83,3,Bagaimana sikap mereka terhadap nikmat dari Allah menurut tafsir?,544,113,657
1984,An-Naḥl,83,An-Naḥl:83,4,Siapa yang dimaksud dengan 'kebanyakan mereka' dalam tafsir ini?,544,113,657
1984,An-Naḥl,83,An-Naḥl:83,5,Apa perbedaan antara pengakuan lisan dan keyakinan dalam tafsir ini?,544,113,657
1985,An-Naḥl,84,An-Naḥl:84,1,Apa yang dialami orang kafir pada hari kebangkitan menurut tafsir ini?,601,109,710
1985,An-Naḥl,84,An-Naḥl:84,2,Mengapa orang kafir tidak diizinkan membela diri pada hari itu?,601,109,710
1985,An-Naḥl,84,An-Naḥl:84,3,Siapa saksi yang akan dibangkitkan dari setiap umat?,601,109,710
1985,An-Naḥl,84,An-Naḥl:84,4,Bagaimana kesempatan memohon ampunan bagi orang kafir semasa hidup?,601,109,710
1985,An-Naḥl,84,An-Naḥl:84,5,Kapan peringatan ini diberikan kepada Nabi Muhammad?,601,109,710
1986,An-Naḥl,85,An-Naḥl:85,1,Apa yang dirasakan orang zalim saat melihat azab akhirat?,517,108,625
1986,An-Naḥl,85,An-Naḥl:85,2,Mengapa mereka tidak mendapat keringanan dari azab tersebut?,517,108,625
1986,An-Naḥl,85,An-Naḥl:85,3,Bagaimana keadaan orang zalim di akhirat menurut penjelasan ini?,517,108,625
1986,An-Naḥl,85,An-Naḥl:85,4,Siapa yang dimaksud dengan orang zalim dalam konteks ini?,517,108,625
1986,An-Naḥl,85,An-Naḥl:85,5,Kapan penyesalan itu terjadi dan apakah berguna?,517,108,625
1986,An-Naḥl,85,An-Naḥl:85,6,Apa akibat dari perbuatan syirik dan kufur di dunia?,517,108,625
1987,An-Naḥl,86,An-Naḥl:86,1,Apa yang diperlihatkan kepada orang yang berbuat syirik di akhirat?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,2,Mengapa orang musyrik menyembah sekutu selain Allah?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,3,Bagaimana sekutu-sekutu itu membantah orang musyrik di akhirat?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,4,Apa yang diminta orang musyrik kepada Allah saat melihat sekutu mereka?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,5,Siapa yang dituduh sebagai pendusta dalam dialog di akhirat?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,6,Bagaimana sikap sekutu-sekutu terhadap penyembahan mereka?,648,151,799
1987,An-Naḥl,86,An-Naḥl:86,7,Apa alasan orang musyrik menyembah sekutu menurut tafsir ini?,648,151,799
1988,An-Naḥl,87,An-Naḥl:87,1,Apa yang terjadi pada permohonan keringanan siksa dari orang-orang yang menyekutukan Allah?,508,114,622
1988,An-Naḥl,87,An-Naḥl:87,2,Mengapa keyakinan mereka selama di dunia menjadi batal pada hari itu?,508,114,622
1988,An-Naḥl,87,An-Naḥl:87,3,Bagaimana sikap mereka terhadap Allah ketika azab datang?,508,114,622
1988,An-Naḥl,87,An-Naḥl:87,4,Siapa yang tidak bisa menolong mereka dari azab Allah?,508,114,622
1988,An-Naḥl,87,An-Naḥl:87,5,Kapan segala yang mereka ada-adakan menjadi lenyap?,508,114,622
1988,An-Naḥl,87,An-Naḥl:87,6,Mengapa sesembahan selain Allah tidak bisa menyelamatkan mereka?,508,114,622
1989,An-Naḥl,88,An-Naḥl:88,1,Apa yang dimaksud dengan menzalimi diri sendiri dalam konteks ini?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,2,Mengapa orang yang kafir dan berbuat zalim ditambah siksaan demi siksaan?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,3,Bagaimana cara menghalangi orang lain dari jalan Allah termasuk perbuatan zalim?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,4,Siapa yang dimaksud dengan orang yang selalu berbuat kerusakan di bumi?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,5,Apa akibat dari mempersekutukan Allah dan mengingkari dakwah para rasul?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,6,Mengapa perbuatan kerusakan di bumi menyebabkan siksaan tambahan?,535,157,692
1989,An-Naḥl,88,An-Naḥl:88,7,Apa yang dimaksud dengan jalan kebaikan dan kebenaran yang membawa keselamatan?,535,157,692
1990,An-Naḥl,89,An-Naḥl:89,1,Apa yang dimaksud dengan 'saksi' dari setiap umat pada hari kebangkitan?,574,131,705
1990,An-Naḥl,89,An-Naḥl:89,2,Mengapa Nabi Muhammad dijadikan saksi atas semua umat?,574,131,705
1990,An-Naḥl,89,An-Naḥl:89,3,Bagaimana Al-Qur'an diturunkan dan apa tujuannya?,574,131,705
1990,An-Naḥl,89,An-Naḥl:89,4,Siapa yang termasuk dalam 'orang yang berserah diri sepenuh hati kepada Allah'?,574,131,705
1990,An-Naḥl,89,An-Naḥl:89,5,Kapan peristiwa kebangkitan dan kesaksian itu terjadi?,574,131,705
1990,An-Naḥl,89,An-Naḥl:89,6,Apa peran nabi atau tokoh saleh sebagai saksi bagi umatnya?,574,131,705
1991,An-Naḥl,90,An-Naḥl:90,1,Apa saja petunjuk yang diberikan Allah dalam Al-Qur'an berdasarkan tafsir tersebut?,750,138,888
1991,An-Naḥl,90,An-Naḥl:90,2,Mengapa Allah memerintahkan untuk berlaku adil dan berbuat kebajikan?,750,138,888
1991,An-Naḥl,90,An-Naḥl:90,3,Bagaimana contoh perbuatan kebajikan yang melebihi adil menurut tafsir?,750,138,888
1991,An-Naḥl,90,An-Naḥl:90,4,Apa yang dimaksud dengan perbuatan keji dan kemungkaran dalam tafsir ini?,750,138,888
1991,An-Naḥl,90,An-Naḥl:90,5,Siapa yang ditujukan perintah dan larangan dalam ayat ini?,750,138,888
1991,An-Naḥl,90,An-Naḥl:90,6,Bagaimana cara mengambil pelajaran dari perintah dan larangan Allah?,750,138,888
1992,An-Naḥl,91,An-Naḥl:91,1,Apa yang dimaksud dengan menepati janji dalam tafsir ini?,622,148,770
1992,An-Naḥl,91,An-Naḥl:91,2,Mengapa kita dilarang melanggar sumpah setelah berjanji?,622,148,770
1992,An-Naḥl,91,An-Naḥl:91,3,Bagaimana cara menepati janji yang telah diikrarkan dengan Allah?,622,148,770
1992,An-Naḥl,91,An-Naḥl:91,4,Siapa yang menjadi saksi atas janji dan sumpah kita?,622,148,770
1992,An-Naḥl,91,An-Naḥl:91,5,Apa konsekuensi jika kita tidak menepati janji yang telah diteguhkan?,622,148,770
1992,An-Naḥl,91,An-Naḥl:91,6,"Mengapa Allah mengetahui segala perbuatan kita, termasuk janji?",622,148,770
1992,An-Naḥl,91,An-Naḥl:91,7,Bagaimana hubungan antara niat dalam hati dengan menepati janji?,622,148,770
1993,An-Naḥl,92,An-Naḥl:92,1,Apa maksud perumpamaan perempuan yang menguraikan benang yang sudah dipintal dalam tafsir ini?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,2,Mengapa mengingkari janji dan sumpah dianggap sebagai tindakan bodoh dan buruk?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,3,Bagaimana seseorang bisa menjadikan sumpah dan perjanjian sebagai alat penipuan?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,4,Apa yang dimaksud dengan Allah menguji kita dengan adanya golongan yang lebih kaya atau berkedudukan lebih tinggi?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,5,Kapan Allah akan menjelaskan perselisihan yang terjadi di antara manusia?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,6,Apa konsekuensi dari tidak menepati janji dan sumpah menurut tafsir ini?,654,184,838
1993,An-Naḥl,92,An-Naḥl:92,7,Bagaimana cara menghindari pengaruh golongan yang lebih kuat agar tetap menepati janji?,654,184,838
1994,An-Naḥl,93,An-Naḥl:93,1,Apa yang dimaksud dengan perselisihan yang disebutkan dalam tafsir ini?,641,123,764
1994,An-Naḥl,93,An-Naḥl:93,2,Mengapa Allah tidak menjadikan manusia satu umat tanpa perselisihan?,641,123,764
1994,An-Naḥl,93,An-Naḥl:93,3,Bagaimana hubungan antara kebebasan memilih manusia dengan petunjuk dari Allah?,641,123,764
1994,An-Naḥl,93,An-Naḥl:93,4,Siapa yang akan dimintai pertanggungjawaban atas amal perbuatan menurut tafsir ini?,641,123,764
1994,An-Naḥl,93,An-Naḥl:93,5,Apa konsekuensi dari memilih jalan kesesatan atau petunjuk berdasarkan tafsir ini?,641,123,764
1995,An-Naḥl,94,An-Naḥl:94,1,Apa yang dimaksud dengan berkhianat dalam sumpah?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,2,Mengapa berkhianat dalam sumpah bisa menyebabkan kepercayaan hilang?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,3,Bagaimana cara menghindari berkhianat dalam sumpah?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,4,Apa akibat berkhianat dalam sumpah di dunia?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,5,Apa akibat berkhianat dalam sumpah di akhirat?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,6,Siapa yang dirugikan ketika seseorang berkhianat dalam sumpah?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,7,Kapan seseorang bisa dikatakan berkhianat dalam sumpah?,567,147,714
1995,An-Naḥl,94,An-Naḥl:94,8,Bagaimana cara bertobat dari berkhianat dalam sumpah?,567,147,714
1996,An-Naḥl,95,An-Naḥl:95,1,Apa yang dimaksud dengan perjanjian yang telah diikrarkan dengan nama Allah?,582,141,723
1996,An-Naḥl,95,An-Naḥl:95,2,Mengapa kita dilarang menukar perjanjian dengan Allah untuk kenikmatan duniawi?,582,141,723
1996,An-Naḥl,95,An-Naḥl:95,3,Bagaimana cara menjaga keteguhan dalam perjanjian dengan Allah?,582,141,723
1996,An-Naḥl,95,An-Naḥl:95,4,Apa contoh kenikmatan duniawi yang bisa menggoda kita melanggar perjanjian?,582,141,723
1996,An-Naḥl,95,An-Naḥl:95,5,Mengapa pahala dari Allah dianggap lebih baik daripada keuntungan dunia?,582,141,723
1996,An-Naḥl,95,An-Naḥl:95,6,Siapa yang dimaksud dengan orang-orang yang benar-benar mengetahui dalam teks ini?,582,141,723
1997,An-Naḥl,96,An-Naḥl:96,1,Apa perbedaan antara kenikmatan duniawi dan kenikmatan ukhrawi?,583,115,698
1997,An-Naḥl,96,An-Naḥl:96,2,Mengapa kenikmatan duniawi dikatakan akan lenyap?,583,115,698
1997,An-Naḥl,96,An-Naḥl:96,3,Bagaimana cara memperoleh balasan amal baik yang kekal?,583,115,698
1997,An-Naḥl,96,An-Naḥl:96,4,Siapa yang akan mendapat balasan setimpal dari Allah?,583,115,698
1997,An-Naḥl,96,An-Naḥl:96,5,Kapan balasan untuk orang yang sabar akan diberikan?,583,115,698
1997,An-Naḥl,96,An-Naḥl:96,6,Apa yang dimaksud dengan pahala berlipat ganda dalam tafsir ini?,583,115,698
1998,An-Naḥl,97,An-Naḥl:97,1,Apa yang dimaksud dengan kebajikan sekecil apa pun dalam ayat ini?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,2,Mengapa keimanan dan keikhlasan disebut sebagai syarat untuk mendapatkan balasan?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,3,Bagaimana kehidupan yang baik di dunia itu dijelaskan dalam konteks ini?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,4,Apa perbedaan balasan di dunia dan di akhirat menurut penjelasan ini?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,5,Siapa saja yang termasuk dalam kategori laki-laki dan perempuan yang mendapatkan janji ini?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,6,Mengapa balasan di akhirat disebut lebih baik dan berlipat ganda?,517,143,660
1998,An-Naḥl,97,An-Naḥl:97,7,Apakah ada contoh konkret kebajikan kecil yang dimaksud?,517,143,660
1999,An-Naḥl,98,An-Naḥl:98,1,Apa yang dimaksud dengan amal saleh dalam konteks membaca Al-Qur'an?,566,139,705
1999,An-Naḥl,98,An-Naḥl:98,2,Mengapa kita perlu memohon perlindungan kepada Allah sebelum membaca Al-Qur'an?,566,139,705
1999,An-Naḥl,98,An-Naḥl:98,3,Bagaimana cara memohon perlindungan kepada Allah dari setan saat membaca Al-Qur'an?,566,139,705
1999,An-Naḥl,98,An-Naḥl:98,4,Kapan sebaiknya kita mengucapkan a'uzu billahi minasy syaithanir rajim?,566,139,705
1999,An-Naḥl,98,An-Naḥl:98,5,Apa akibatnya jika setan mengganggu saat membaca Al-Qur'an?,566,139,705
1999,An-Naḥl,98,An-Naḥl:98,6,Apakah membaca Al-Qur'an termasuk amal saleh yang diberi pahala?,566,139,705
2000,An-Naḥl,99,An-Naḥl:99,1,Apa arti memohon perlindungan secara tulus kepada Allah?,500,116,616
2000,An-Naḥl,99,An-Naḥl:99,2,Mengapa setan tidak bisa memengaruhi orang yang beriman dengan mantap?,500,116,616
2000,An-Naḥl,99,An-Naḥl:99,3,Bagaimana cara bertawakal kepada Allah sebagai Pelindung?,500,116,616
2000,An-Naḥl,99,An-Naḥl:99,4,Siapa yang dimaksud dengan Pemelihara dan Penjaga dalam tafsir ini?,500,116,616
2000,An-Naḥl,99,An-Naḥl:99,5,Kapan perlindungan Allah akan diberikan kepada hamba-Nya?,500,116,616
2000,An-Naḥl,99,An-Naḥl:99,6,Apa ciri-ciri orang yang beriman dengan mantap menurut tafsir ini?,500,116,616
2001,An-Naḥl,100,An-Naḥl:100,1,Apa yang terjadi pada orang yang beriman dan bertawakal kepada Allah ketika digoda setan?,542,131,673
2001,An-Naḥl,100,An-Naḥl:100,2,Mengapa setan tidak berhasil menjerumuskan orang yang bertawakal?,542,131,673
2001,An-Naḥl,100,An-Naḥl:100,3,Siapa saja yang terkena dampak negatif dari bisikan setan?,542,131,673
2001,An-Naḥl,100,An-Naḥl:100,4,Bagaimana cara setan mempengaruhi manusia menurut tafsir ini?,542,131,673
2001,An-Naḥl,100,An-Naḥl:100,5,Apa akibatnya jika seseorang menjadikan setan sebagai pemimpin?,542,131,673
2001,An-Naḥl,100,An-Naḥl:100,6,Mengapa mempersekutukan setan dengan Allah itu berbahaya?,542,131,673
2002,An-Naḥl,101,An-Naḥl:101,1,Apa yang dimaksud dengan penggantian ayat dalam Al-Qur'an?,674,118,792
2002,An-Naḥl,101,An-Naḥl:101,2,Mengapa Allah mengganti suatu ayat dengan ayat lain?,674,118,792
2002,An-Naḥl,101,An-Naḥl:101,3,Bagaimana Allah meyakinkan Nabi Muhammad tentang penggantian ayat?,674,118,792
2002,An-Naḥl,101,An-Naḥl:101,4,Siapa yang dituduh sebagai pembohong dalam tafsir ini?,674,118,792
2002,An-Naḥl,101,An-Naḥl:101,5,Mengapa orang-orang kafir tidak mengetahui apa yang mereka ucapkan?,674,118,792
2002,An-Naḥl,101,An-Naḥl:101,6,Apa peran Allah dalam proses penggantian ayat?,674,118,792
2003,An-Naḥl,102,An-Naḥl:102,1,Apa yang dimaksud dengan penggantian dalam tafsir ini?,597,113,710
2003,An-Naḥl,102,An-Naḥl:102,2,Mengapa Al-Qur'an diturunkan secara berangsur?,597,113,710
2003,An-Naḥl,102,An-Naḥl:102,3,Siapa yang menurunkan Al-Qur'an kepada Nabi Muhammad?,597,113,710
2003,An-Naḥl,102,An-Naḥl:102,4,Bagaimana Al-Qur'an dapat meneguhkan hati orang beriman?,597,113,710
2003,An-Naḥl,102,An-Naḥl:102,5,Apa tujuan diturunkannya Al-Qur'an menurut tafsir ini?,597,113,710
2003,An-Naḥl,102,An-Naḥl:102,6,Siapa yang dimaksud dengan Rohulkudus dalam tafsir ini?,597,113,710
2004,An-Naḥl,103,An-Naḥl:103,1,Apa tuduhan orang-orang yang tidak percaya terhadap asal usul Al-Qur'an?,584,114,698
2004,An-Naḥl,103,An-Naḥl:103,2,Mengapa tuduhan mereka dianggap batil menurut tafsir ini?,584,114,698
2004,An-Naḥl,103,An-Naḥl:103,3,Bagaimana bahasa Al-Qur'an dibandingkan dengan bahasa orang yang dituduhkan?,584,114,698
2004,An-Naḥl,103,An-Naḥl:103,4,Siapa yang dituduh mengajarkan Al-Qur'an kepada Nabi Muhammad?,584,114,698
2004,An-Naḥl,103,An-Naḥl:103,5,Mengapa keindahan susunan Al-Qur'an disebut tidak tertandingi?,584,114,698
2005,An-Naḥl,104,An-Naḥl:104,1,Apa yang dimaksud dengan ayat-ayat Allah dalam tafsir ini?,574,122,696
2005,An-Naḥl,104,An-Naḥl:104,2,Mengapa Allah tidak memberi petunjuk kepada orang yang tidak beriman?,574,122,696
2005,An-Naḥl,104,An-Naḥl:104,3,Bagaimana akibat keingkaran kaum kafir menurut tafsir ini?,574,122,696
2005,An-Naḥl,104,An-Naḥl:104,4,Apa peran rasul dalam menjelaskan ayat-ayat Allah?,574,122,696
2005,An-Naḥl,104,An-Naḥl:104,5,Apakah ada kesempatan untuk bertobat dari keingkaran?,574,122,696
2005,An-Naḥl,104,An-Naḥl:104,6,Mengapa azab disebut pedih bagi mereka yang tidak bertobat?,574,122,696
2006,An-Naḥl,105,An-Naḥl:105,1,Apa tuduhan orang kafir terhadap Nabi Muhammad?,537,124,661
2006,An-Naḥl,105,An-Naḥl:105,2,Mengapa Allah menegaskan bahwa pembohong sejati adalah orang-orang kafir?,537,124,661
2006,An-Naḥl,105,An-Naḥl:105,3,Bagaimana cara Allah menepis tuduhan bahwa Al-Qur'an adalah karya Nabi Muhammad?,537,124,661
2006,An-Naḥl,105,An-Naḥl:105,4,Siapa yang disebut sebagai pembohong sejati dalam penjelasan ini?,537,124,661
2006,An-Naḥl,105,An-Naḥl:105,5,Apa yang dimaksud dengan ayat-ayat Allah yang terbentang di alam semesta?,537,124,661
2006,An-Naḥl,105,An-Naḥl:105,6,Mengapa orang kafir tidak mau beriman kepada ayat-ayat Allah?,537,124,661
2007,An-Naḥl,106,An-Naḥl:106,1,Apa yang dimaksud dengan kembali kafir setelah beriman?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,2,Bagaimana status orang yang dipaksa kafir tetapi hatinya tetap beriman?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,3,Mengapa kemurkaan Allah besar bagi yang rela menerima kekafiran?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,4,Apa konsekuensi di dunia bagi yang melapangkan dada untuk kekafiran?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,5,Bagaimana azab di akhirat bagi orang yang kafir dengan sukarela?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,6,Siapa yang tidak berdosa meskipun mengucapkan kekafiran?,558,134,692
2007,An-Naḥl,106,An-Naḥl:106,7,Kapan seseorang dianggap berdosa dalam hal kekafiran?,558,134,692
2008,An-Naḥl,107,An-Naḥl:107,1,Apa penyebab kemurtadan dan kekafiran yang disebutkan?,492,110,602
2008,An-Naḥl,107,An-Naḥl:107,2,Mengapa mereka lebih mencintai kehidupan dunia daripada akhirat?,492,110,602
2008,An-Naḥl,107,An-Naḥl:107,3,Bagaimana perbandingan kehidupan dunia dan akhirat menurut teks ini?,492,110,602
2008,An-Naḥl,107,An-Naḥl:107,4,Siapa yang tidak mendapat petunjuk dari Allah?,492,110,602
2008,An-Naḥl,107,An-Naḥl:107,5,Apa konsekuensi dari mengutamakan dunia?,492,110,602
2008,An-Naḥl,107,An-Naḥl:107,6,Kenapa kehidupan akhirat dikatakan lebih baik?,492,110,602
2009,An-Naḥl,108,An-Naḥl:108,1,Apa yang terjadi pada orang yang berpaling dari kebenaran?,540,127,667
2009,An-Naḥl,108,An-Naḥl:108,2,"Mengapa Allah mengunci hati, pendengaran, dan penglihatan mereka?",540,127,667
2009,An-Naḥl,108,An-Naḥl:108,3,Bagaimana cara agar tidak termasuk orang yang lalai seperti dalam tafsir?,540,127,667
2009,An-Naḥl,108,An-Naḥl:108,4,Siapa yang dimaksud dengan orang yang benar-benar lalai?,540,127,667
2009,An-Naḥl,108,An-Naḥl:108,5,Apa tanda-tanda kebesaran Allah yang tidak bisa mereka lihat?,540,127,667
2009,An-Naḥl,108,An-Naḥl:108,6,Mengapa mereka dibiarkan larut dalam kesesatan sesuai kemauan mereka?,540,127,667
2010,An-Naḥl,109,An-Naḥl:109,1,Apa yang dimaksud dengan orang yang kembali kepada kekafiran setelah beriman?,486,108,594
2010,An-Naḥl,109,An-Naḥl:109,2,Mengapa mereka disebut orang yang rugi di akhirat?,486,108,594
2010,An-Naḥl,109,An-Naḥl:109,3,Bagaimana penyesalan di hari akhir tidak lagi berguna?,486,108,594
2010,An-Naḥl,109,An-Naḥl:109,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,486,108,594
2010,An-Naḥl,109,An-Naḥl:109,5,Apa akibat dari perbuatan kembali kepada kekafiran setelah beriman?,486,108,594
2010,An-Naḥl,109,An-Naḥl:109,6,Kapan penyesalan itu terjadi dan mengapa sia-sia?,486,108,594
2011,An-Naḥl,110,An-Naḥl:110,1,Siapa yang dihibur oleh Allah dalam tafsir ini?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,2,Apa balasan bagi orang yang berhijrah menurut tafsir?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,3,Mengapa orang-orang berhijrah meninggalkan tempat asalnya?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,4,Bagaimana sikap orang beriman setelah berhijrah?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,5,Apa sifat Allah yang disebutkan setelah ujian berat?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,6,Kapan Allah menunjukkan pengampunan dan kasih sayang-Nya?,596,132,728
2011,An-Naḥl,110,An-Naḥl:110,7,Apa peran Tuhan bagi Nabi Muhammad dan orang berhijrah?,596,132,728
2012,An-Naḥl,111,An-Naḥl:111,1,Apa yang dimaksud dengan 'hari ketika setiap orang datang kepada Allah'?,536,109,645
2012,An-Naḥl,111,An-Naḥl:111,2,Mengapa setiap orang harus membela dirinya sendiri di hadapan Allah?,536,109,645
2012,An-Naḥl,111,An-Naḥl:111,3,Bagaimana Allah memberikan balasan kepada manusia sesuai dengan perbuatannya?,536,109,645
2012,An-Naḥl,111,An-Naḥl:111,4,Siapa saja yang akan mendapatkan balasan penuh dari Allah?,536,109,645
2012,An-Naḥl,111,An-Naḥl:111,5,Apakah amal kecil sekalipun akan diperhitungkan oleh Allah?,536,109,645
2012,An-Naḥl,111,An-Naḥl:111,6,Kapan peristiwa penghitungan amal ini terjadi?,536,109,645
2013,An-Naḥl,112,An-Naḥl:112,1,Apa yang dimaksud dengan negeri yang aman dan tenteram dalam perumpamaan tersebut?,611,154,765
2013,An-Naḥl,112,An-Naḥl:112,2,Mengapa penduduk negeri itu dihukum dengan bencana kelaparan dan ketakutan?,611,154,765
2013,An-Naḥl,112,An-Naḥl:112,3,Bagaimana cara mengingkari nikmat Allah menurut tafsir ini?,611,154,765
2013,An-Naḥl,112,An-Naḥl:112,4,Apa perbedaan hukuman bagi orang yang mengingkari ayat-ayat Allah dan orang yang mengingkari nikmat-Nya?,611,154,765
2013,An-Naḥl,112,An-Naḥl:112,5,Mengapa rezeki yang melimpah bisa menjadi ujian bagi penduduk negeri?,611,154,765
2013,An-Naḥl,112,An-Naḥl:112,6,Apa contoh penggunaan nikmat sesuai tuntunan Allah dalam kehidupan sehari-hari?,611,154,765
2014,An-Naḥl,113,An-Naḥl:113,1,Mengapa Allah tidak langsung menimpakan azab tanpa peringatan?,568,90,658
2014,An-Naḥl,113,An-Naḥl:113,2,Siapa yang diutus sebagai pemberi peringatan kepada kaum tersebut?,568,90,658
2014,An-Naḥl,113,An-Naḥl:113,3,Bagaimana sikap kaum itu terhadap rasul yang diutus kepada mereka?,568,90,658
2014,An-Naḥl,113,An-Naḥl:113,4,Apa akibat dari penolakan mereka terhadap peringatan itu?,568,90,658
2014,An-Naḥl,113,An-Naḥl:113,5,Mengapa mereka disebut zalim terhadap diri sendiri?,568,90,658
2015,An-Naḥl,114,An-Naḥl:114,1,Apa akibatnya jika kita tidak mensyukuri nikmat Allah?,557,117,674
2015,An-Naḥl,114,An-Naḥl:114,2,Mengapa kita dilarang meniru perbuatan orang musyrik?,557,117,674
2015,An-Naḥl,114,An-Naḥl:114,3,Bagaimana cara mensyukuri nikmat Allah yang telah diberikan?,557,117,674
2015,An-Naḥl,114,An-Naḥl:114,4,Apa yang dimaksud dengan makanan halal dan baik?,557,117,674
2015,An-Naḥl,114,An-Naḥl:114,5,Mengapa kita harus memanfaatkan rezeki sesuai tuntunan Allah?,557,117,674
2015,An-Naḥl,114,An-Naḥl:114,6,Apa hubungan antara iman dan penyembahan hanya kepada Allah?,557,117,674
2016,An-Naḥl,115,An-Naḥl:115,1,Apa saja yang diharamkan Allah untuk dimakan menurut teks tersebut?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,2,Mengapa ada pengecualian untuk binatang air dan belalang dalam larangan bangkai?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,3,Bagaimana status darah yang membeku seperti limpa dan hati menurut hukum ini?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,4,Kapan seseorang diperbolehkan memakan makanan yang diharamkan tanpa berdosa?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,5,Siapa yang dimaksud dengan 'barang siapa terpaksa' dalam kondisi darurat?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,6,Mengapa Allah memberikan kelonggaran dalam kondisi darurat meski ketentuannya ketat?,650,156,806
2016,An-Naḥl,115,An-Naḥl:115,7,Apa yang dimaksud dengan 'tidak makan secara berlebihan' dalam kondisi darurat?,650,156,806
2017,An-Naḥl,116,An-Naḥl:116,1,Apa yang dilarang Allah setelah menjelaskan makanan haram?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,2,Mengapa kita tidak boleh mengatakan sesuatu halal atau haram tanpa dasar?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,3,Bagaimana akibatnya jika mengada-adakan kebohongan atas nama Allah?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,4,Apa contoh perbuatan yang termasuk mengada-adakan kebohongan terhadap Allah?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,5,Siapa yang tidak akan beruntung menurut penjelasan ini?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,6,Kapan larangan ini berlaku dalam kehidupan sehari-hari?,577,127,704
2017,An-Naḥl,116,An-Naḥl:116,7,Mengapa penting merujuk pada ketentuan Allah dan Rasul-Nya?,577,127,704
2018,An-Naḥl,117,An-Naḥl:117,1,Apa yang dimaksud dengan 'mengada-adakan kebohongan terhadap Allah'?,489,134,623
